species,class,order,maximum_lifespan_yr,mass_g,volancy,fossoriallity,foraging_environment,daily_activity
Dicrostonyx_groenlandicus,Mammalia,Rodentia,3.3,66,nonvolant,semifossorial,terrestrial,cathemeral
Didelphis_virginiana,Mammalia,Didelphimorphia,6.6,3000,nonvolant,nonfossorial,semiarboreal,nocturnal
Diphylla_ecaudata,Mammalia,Chiroptera,8,28,volant,nonfossorial,terrestrial,nocturnal
Dipodillus_campestris,Mammalia,Rodentia,7.3,28.4,nonvolant,semifossorial,terrestrial,nocturnal
Dipodomys_merriami,Mammalia,Rodentia,9.7,42,nonvolant,semifossorial,terrestrial,nocturnal
Dendrolagus_goodfellowi,Mammalia,Diprotodontia,23.6,7400,nonvolant,nonfossorial,semiarboreal,cathemeral
Dendrolagus_matschiei,Mammalia,Diprotodontia,26.9,7200,nonvolant,nonfossorial,semiarboreal,cathemeral
Desmodus_rotundus,Mammalia,Chiroptera,29.2,33.2,volant,nonfossorial,terrestrial,nocturnal
Diceros_bicornis,Mammalia,Perissodactyla,49,1100000,nonvolant,nonfossorial,terrestrial,crepuscular
Dolichotis_patagonum,Mammalia,Rodentia,14.4,12500,nonvolant,semifossorial,terrestrial,diurnal
Echinops_telfairi,Mammalia,Afrosoricida,19,180,nonvolant,nonfossorial,semiarboreal,nocturnal
Eidolon_helvum,Mammalia,Chiroptera,21.8,306.25,volant,nonfossorial,volant,nocturnal
Elaphodus_cephalophus,Mammalia,Artiodactyla,22.7,33500,nonvolant,nonfossorial,terrestrial,crepuscular
Elephas_maximus,Mammalia,Proboscidea,65.5,3180000,nonvolant,nonfossorial,terrestrial,cathemeral
Enhydra_lutris,Mammalia,Carnivora,27,25850,nonvolant,nonfossorial,aquatic,diurnal
Eptesicus_fuscus,Mammalia,Chiroptera,19,23,volant,nonfossorial,volant,nocturnal
Eptesicus_nilssonii,Mammalia,Chiroptera,20,13,volant,nonfossorial,volant,nocturnal
Eptesicus_serotinus,Mammalia,Chiroptera,21,18.2,volant,nonfossorial,volant,nocturnal
Equus_asinus,Mammalia,Perissodactyla,47,164998,nonvolant,nonfossorial,terrestrial,diurnal
Equus_burchellii,Mammalia,Perissodactyla,38,280000,nonvolant,nonfossorial,terrestrial,diurnal
Equus_caballus,Mammalia,Perissodactyla,57,3.00E+05,nonvolant,nonfossorial,terrestrial,diurnal
Equus_grevyi,Mammalia,Perissodactyla,31,384000,nonvolant,nonfossorial,terrestrial,diurnal
Equus_hemionus,Mammalia,Perissodactyla,26.2,230000,nonvolant,nonfossorial,terrestrial,diurnal
Equus_kiang,Mammalia,Perissodactyla,30.1,275000,nonvolant,nonfossorial,terrestrial,diurnal
Equus_zebra,Mammalia,Perissodactyla,33.2,296000,nonvolant,nonfossorial,terrestrial,diurnal
Erethizon_dorsatum,Mammalia,Rodentia,23.4,8600,nonvolant,nonfossorial,semiarboreal,nocturnal
Erinaceus_europaeus,Mammalia,Erinaceomorpha,11.7,750,nonvolant,semifossorial,terrestrial,nocturnal
Erythrocebus_patas,Mammalia,Primates,28.3,7750,nonvolant,nonfossorial,terrestrial,diurnal
Eudorcas_thomsonii,Mammalia,Artiodactyla,20,25000,nonvolant,nonfossorial,terrestrial,diurnal
Eulemur_coronatus,Mammalia,Primates,27,2500,nonvolant,nonfossorial,semiarboreal,diurnal
Eulemur_fulvus,Mammalia,Primates,35.5,3150,nonvolant,nonfossorial,semiarboreal,diurnal
Eulemur_macaco,Mammalia,Primates,36.2,2500,nonvolant,nonfossorial,semiarboreal,diurnal
Eulemur_rubriventer,Mammalia,Primates,20,1765.3,nonvolant,nonfossorial,semiarboreal,diurnal
Euphractus_sexcinctus,Mammalia,Cingulata,22.1,4850,nonvolant,semifossorial,terrestrial,cathemeral
Felis_chaus,Mammalia,Carnivora,20,10000,nonvolant,nonfossorial,terrestrial,cathemeral
Felis_manul,Mammalia,Carnivora,15.9,3500,nonvolant,nonfossorial,terrestrial,cathemeral
Felis_margarita,Mammalia,Carnivora,13.9,2750,nonvolant,nonfossorial,terrestrial,nocturnal
Felis_nigripes,Mammalia,Carnivora,15.6,2125,nonvolant,nonfossorial,terrestrial,nocturnal
Felis_silvestris,Mammalia,Carnivora,19,5500,nonvolant,nonfossorial,terrestrial,nocturnal
Galago_moholi,Mammalia,Primates,16.6,175,nonvolant,nonfossorial,arboreal,nocturnal
Galago_senegalensis,Mammalia,Primates,17.1,192.2,nonvolant,nonfossorial,arboreal,nocturnal
Gazella_dorcas,Mammalia,Artiodactyla,23.7,14500,nonvolant,nonfossorial,terrestrial,cathemeral
Gazella_gazella,Mammalia,Artiodactyla,18.3,23250,nonvolant,nonfossorial,terrestrial,diurnal
Gazella_leptoceros,Mammalia,Artiodactyla,14.6,48500,nonvolant,nonfossorial,terrestrial,crepuscular
Gazella_subgutturosa,Mammalia,Artiodactyla,16.3,48500,nonvolant,nonfossorial,terrestrial,cathemeral
Genetta_genetta,Mammalia,Carnivora,22.7,1866.7,nonvolant,nonfossorial,semiarboreal,nocturnal
Gerbillus_perpallidus,Mammalia,Rodentia,5.5,50,nonvolant,semifossorial,terrestrial,nocturnal
Giraffa_camelopardalis,Mammalia,Artiodactyla,39.5,8.00E+05,nonvolant,nonfossorial,terrestrial,crepuscular
Glossophaga_soricina,Mammalia,Chiroptera,11,10,volant,nonfossorial,volant,nocturnal
Gorilla_gorilla,Mammalia,Primates,55.4,139842,nonvolant,nonfossorial,terrestrial,diurnal
Graphiurus_murinus,Mammalia,Rodentia,6.9,24,nonvolant,nonfossorial,semiarboreal,nocturnal
Gulo_gulo,Mammalia,Carnivora,19.5,16333.3,nonvolant,nonfossorial,terrestrial,cathemeral
Acinonyx_jubatus,Mammalia,Carnivora,20.5,53500,nonvolant,nonfossorial,terrestrial,diurnal
Acomys_cahirinus,Mammalia,Rodentia,5.9,45.2,nonvolant,nonfossorial,terrestrial,nocturnal
Addax_nasomaculatus,Mammalia,Artiodactyla,28,92500,nonvolant,nonfossorial,terrestrial,nocturnal
Aepyceros_melampus,Mammalia,Artiodactyla,25.6,52500,nonvolant,nonfossorial,terrestrial,cathemeral
Ailurus_fulgens,Mammalia,Carnivora,19,4325,nonvolant,nonfossorial,terrestrial,cathemeral
Alcelaphus_buselaphus,Mammalia,Artiodactyla,22.5,159000,nonvolant,nonfossorial,terrestrial,diurnal
Alouatta_caraya,Mammalia,Primates,32.4,5462.5,nonvolant,nonfossorial,arboreal,diurnal
Ammospermophilus_harrisii,Mammalia,Rodentia,10.6,126,nonvolant,semifossorial,terrestrial,diurnal
Ammotragus_lervia,Mammalia,Artiodactyla,21.7,92500,nonvolant,nonfossorial,terrestrial,crepuscular
Antidorcas_marsupialis,Mammalia,Artiodactyla,19.8,39000,nonvolant,nonfossorial,terrestrial,cathemeral
Antilocapra_americana,Mammalia,Artiodactyla,15.5,46100,nonvolant,nonfossorial,terrestrial,cathemeral
Antilope_cervicapra,Mammalia,Artiodactyla,23.9,37500,nonvolant,nonfossorial,terrestrial,diurnal
Aonyx_cinerea,Mammalia,Carnivora,23,3000,nonvolant,nonfossorial,aquatic,nocturnal
Aotus_lemurinus,Mammalia,Primates,33.8,874,nonvolant,nonfossorial,arboreal,nocturnal
Aotus_trivirgatus,Mammalia,Primates,30.1,800,nonvolant,nonfossorial,arboreal,nocturnal
Apodemus_sylvaticus,Mammalia,Rodentia,6.3,23.4,nonvolant,semifossorial,terrestrial,nocturnal
Arctictis_binturong,Mammalia,Carnivora,27,12250,nonvolant,nonfossorial,arboreal,nocturnal
Artibeus_jamaicensis,Mammalia,Chiroptera,19.2,42.2,volant,nonfossorial,volant,nocturnal
Arvicanthis_niloticus,Mammalia,Rodentia,6.7,110,nonvolant,nonfossorial,terrestrial,cathemeral
Atelerix_albiventris,Mammalia,Erinaceomorpha,11.4,500,nonvolant,semifossorial,terrestrial,nocturnal
Ateles_chamek,Mammalia,Primates,42.8,6000,nonvolant,nonfossorial,arboreal,diurnal
Ateles_fusciceps,Mammalia,Primates,46,7000,nonvolant,nonfossorial,arboreal,diurnal
Ateles_geoffroyi,Mammalia,Primates,47.1,7267.5,nonvolant,nonfossorial,arboreal,diurnal
Ateles_paniscus,Mammalia,Primates,46,7887.5,nonvolant,nonfossorial,arboreal,diurnal
Axis_axis,Mammalia,Artiodactyla,20.8,36000,nonvolant,nonfossorial,terrestrial,cathemeral
Axis_calamianensis,Mammalia,Artiodactyla,17.2,40500,nonvolant,nonfossorial,terrestrial,cathemeral
Axis_porcinus,Mammalia,Artiodactyla,22.9,43000,nonvolant,nonfossorial,terrestrial,cathemeral
Babyrousa_babyrussa,Mammalia,Artiodactyla,22.9,71500,nonvolant,semifossorial,terrestrial,diurnal
Barbastella_barbastellus,Mammalia,Chiroptera,23,10.25,volant,nonfossorial,volant,nocturnal
Bassariscus_astutus,Mammalia,Carnivora,19,1015,nonvolant,nonfossorial,arboreal,nocturnal
Bettongia_penicillata,Mammalia,Diprotodontia,18.8,1500,nonvolant,semifossorial,terrestrial,nocturnal
Bison_bison,Mammalia,Artiodactyla,33.5,630000,nonvolant,nonfossorial,terrestrial,diurnal
Bison_bonasus,Mammalia,Artiodactyla,26.4,610000,nonvolant,nonfossorial,terrestrial,diurnal
Bos_frontalis,Mammalia,Artiodactyla,26.2,825000,nonvolant,nonfossorial,terrestrial,cathemeral
Bos_grunniens,Mammalia,Artiodactyla,26.3,667000,nonvolant,nonfossorial,terrestrial,cathemeral
Bos_javanicus,Mammalia,Artiodactyla,27.1,7.00E+05,nonvolant,nonfossorial,terrestrial,cathemeral
Boselaphus_tragocamelus,Mammalia,Artiodactyla,21.7,180000,nonvolant,nonfossorial,terrestrial,diurnal
Bubalus_bubalis,Mammalia,Artiodactyla,34.9,725000,nonvolant,nonfossorial,terrestrial,diurnal
Bubalus_depressicornis,Mammalia,Artiodactyla,36.1,155000,nonvolant,nonfossorial,terrestrial,diurnal
Budorcas_taxicolor,Mammalia,Artiodactyla,21.9,180000,nonvolant,nonfossorial,terrestrial,crepuscular
Burramys_parvus,Mammalia,Diprotodontia,12,45,nonvolant,semifossorial,semiarboreal,nocturnal
Callicebus_cupreus,Mammalia,Primates,26.4,1120,nonvolant,nonfossorial,arboreal,diurnal
Callicebus_donacophilus,Mammalia,Primates,25,795,nonvolant,nonfossorial,arboreal,diurnal
Callimico_goeldii,Mammalia,Primates,22.2,555,nonvolant,nonfossorial,semiarboreal,diurnal
Callithrix_argentata,Mammalia,Primates,16.5,343.2,nonvolant,nonfossorial,arboreal,diurnal
Callithrix_geoffroyi,Mammalia,Primates,17.6,342,nonvolant,nonfossorial,arboreal,diurnal
Callithrix_jacchus,Mammalia,Primates,22.8,255.2,nonvolant,nonfossorial,arboreal,diurnal
Callithrix_kuhlii,Mammalia,Primates,20,342,nonvolant,nonfossorial,arboreal,diurnal
Callithrix_penicillata,Mammalia,Primates,15.4,307,nonvolant,nonfossorial,arboreal,diurnal
Callithrix_pygmaea,Mammalia,Primates,18.6,124,nonvolant,nonfossorial,arboreal,diurnal
Callosciurus_prevostii,Mammalia,Rodentia,21.1,400,nonvolant,nonfossorial,arboreal,diurnal
Camelus_bactrianus,Mammalia,Artiodactyla,35.4,475000,nonvolant,nonfossorial,terrestrial,diurnal
Camelus_dromedarius,Mammalia,Artiodactyla,28.4,434000,nonvolant,nonfossorial,terrestrial,diurnal
Canis_aureus,Mammalia,Carnivora,18.8,11000,nonvolant,nonfossorial,terrestrial,nocturnal
Canis_latrans,Mammalia,Carnivora,21.8,13250,nonvolant,semifossorial,terrestrial,nocturnal
Canis_lupus,Mammalia,Carnivora,20.6,26625,nonvolant,semifossorial,terrestrial,nocturnal
Canis_mesomelas,Mammalia,Carnivora,16.7,10250,nonvolant,nonfossorial,terrestrial,cathemeral
Capra_caucasica,Mammalia,Artiodactyla,19.3,70000,nonvolant,nonfossorial,terrestrial,cathemeral
Capra_falconeri,Mammalia,Artiodactyla,19.1,41000,nonvolant,nonfossorial,terrestrial,diurnal
Capra_hircus,Mammalia,Artiodactyla,20.8,61000,nonvolant,nonfossorial,terrestrial,cathemeral
Capra_ibex,Mammalia,Artiodactyla,20.9,82500,nonvolant,nonfossorial,terrestrial,diurnal
Capra_nubiana,Mammalia,Artiodactyla,22.4,46250,nonvolant,nonfossorial,terrestrial,diurnal
Capra_sibirica,Mammalia,Artiodactyla,22.3,130000,nonvolant,nonfossorial,terrestrial,diurnal
Capreolus_capreolus,Mammalia,Artiodactyla,17.5,21666.7,nonvolant,nonfossorial,terrestrial,crepuscular
Caracal_caracal,Mammalia,Carnivora,20.3,16000,nonvolant,nonfossorial,terrestrial,nocturnal
Carollia_perspicillata,Mammalia,Chiroptera,17,15,volant,nonfossorial,volant,nocturnal
Cavia_aperea,Mammalia,Rodentia,6,341,nonvolant,nonfossorial,terrestrial,crepuscular
Cavia_porcellus,Mammalia,Rodentia,12,728,nonvolant,semifossorial,terrestrial,crepuscular
Cebus_albifrons,Mammalia,Primates,40.4,2467.5,nonvolant,nonfossorial,arboreal,diurnal
Cebus_apella,Mammalia,Primates,46,2642.5,nonvolant,nonfossorial,arboreal,diurnal
Cebus_capucinus,Mammalia,Primates,54,2655,nonvolant,nonfossorial,arboreal,diurnal
Cebus_olivaceus,Mammalia,Primates,47,2552.5,nonvolant,nonfossorial,arboreal,diurnal
Cephalophus_natalensis,Mammalia,Artiodactyla,15.2,10000,nonvolant,nonfossorial,terrestrial,nocturnal
Cephalophus_rufilatus,Mammalia,Artiodactyla,15.2,13000,nonvolant,nonfossorial,terrestrial,nocturnal
Cephalophus_silvicultor,Mammalia,Artiodactyla,22.5,62000,nonvolant,nonfossorial,terrestrial,nocturnal
Ceratotherium_simum,Mammalia,Perissodactyla,45,2180000,nonvolant,nonfossorial,terrestrial,crepuscular
Cervus_elaphus,Mammalia,Artiodactyla,31.5,2.00E+05,nonvolant,nonfossorial,terrestrial,diurnal
Cervus_nippon,Mammalia,Artiodactyla,26.3,42000,nonvolant,nonfossorial,terrestrial,cathemeral
Chaetophractus_villosus,Mammalia,Cingulata,25.2,3000,nonvolant,semifossorial,terrestrial,cathemeral
Cheirogaleus_medius,Mammalia,Primates,23.2,380,nonvolant,nonfossorial,arboreal,nocturnal
Chinchilla_lanigera,Mammalia,Rodentia,17.2,642.5,nonvolant,semifossorial,terrestrial,nocturnal
Chlorocebus_aethiops,Mammalia,Primates,30.8,5620,nonvolant,nonfossorial,semiarboreal,diurnal
Choloepus_didactylus,Mammalia,Pilosa,36.8,6250,nonvolant,nonfossorial,arboreal,nocturnal
Choloepus_hoffmanni,Mammalia,Pilosa,37,6250,nonvolant,nonfossorial,arboreal,nocturnal
Chrysocyon_brachyurus,Mammalia,Carnivora,16.8,21500,nonvolant,nonfossorial,terrestrial,nocturnal
Coendou_prehensilis,Mammalia,Rodentia,26.6,3900,nonvolant,nonfossorial,arboreal,nocturnal
Colobus_angolensis,Mammalia,Primates,35.3,8625,nonvolant,nonfossorial,arboreal,diurnal
Colobus_guereza,Mammalia,Primates,35,9950,nonvolant,nonfossorial,arboreal,diurnal
Connochaetes_gnou,Mammalia,Artiodactyla,21.8,132250,nonvolant,nonfossorial,terrestrial,diurnal
Connochaetes_taurinus,Mammalia,Artiodactyla,24.3,164500,nonvolant,nonfossorial,terrestrial,diurnal
Corynorhinus_townsendii,Mammalia,Chiroptera,20.5,14.25,volant,nonfossorial,volant,nocturnal
Crocuta_crocuta,Mammalia,Carnivora,41.1,63000,nonvolant,nonfossorial,terrestrial,nocturnal
Cryptomys_damarensis,Mammalia,Rodentia,15.5,180,nonvolant,fossorial,terrestrial,cathemeral
Cryptoprocta_ferox,Mammalia,Carnivora,23.1,9500,nonvolant,nonfossorial,semiarboreal,cathemeral
Cryptotis_parva,Mammalia,Soricomorpha,3.5,4.5,nonvolant,semifossorial,terrestrial,cathemeral
Cuon_alpinus,Mammalia,Carnivora,16.1,15750,nonvolant,semifossorial,terrestrial,cathemeral
Cynictis_penicillata,Mammalia,Carnivora,15.2,598.5,nonvolant,semifossorial,terrestrial,diurnal
Cynomys_ludovicianus,Mammalia,Rodentia,11,1125,nonvolant,semifossorial,arboreal,diurnal
Cynopterus_brachyotis,Mammalia,Chiroptera,10.1,45,volant,nonfossorial,volant,nocturnal
Dama_dama,Mammalia,Artiodactyla,21.1,70000,nonvolant,nonfossorial,terrestrial,diurnal
Damaliscus_lunatus,Mammalia,Artiodactyla,23.6,110000,nonvolant,nonfossorial,terrestrial,crepuscular
Damaliscus_pygargus,Mammalia,Artiodactyla,23,84500,nonvolant,nonfossorial,terrestrial,crepuscular
Dasyprocta_azarae,Mammalia,Rodentia,11.8,2650,nonvolant,nonfossorial,terrestrial,diurnal
Dasyprocta_leporina,Mammalia,Rodentia,17.8,3265,nonvolant,nonfossorial,terrestrial,diurnal
Dasyprocta_punctata,Mammalia,Rodentia,13.8,2150,nonvolant,nonfossorial,terrestrial,diurnal
Dasypus_novemcinctus,Mammalia,Cingulata,22.3,5500,nonvolant,semifossorial,terrestrial,cathemeral
Haplonycteris_fischeri,Mammalia,Chiroptera,10,18,volant,nonfossorial,volant,nocturnal
Helarctos_malayanus,Mammalia,Carnivora,35.9,46000,nonvolant,nonfossorial,semiarboreal,nocturnal
Helogale_parvula,Mammalia,Carnivora,18,274.8,nonvolant,semifossorial,terrestrial,diurnal
Heterocephalus_glaber,Mammalia,Rodentia,31,35,nonvolant,fossorial,terrestrial,cathemeral
Hexaprotodon_liberiensis,Mammalia,Artiodactyla,42.3,215000,nonvolant,nonfossorial,aquatic,nocturnal
Hippopotamus_amphibius,Mammalia,Artiodactyla,61.2,3750000,nonvolant,nonfossorial,terrestrial,nocturnal
Hipposideros_fulvus,Mammalia,Chiroptera,13,7,volant,nonfossorial,volant,nocturnal
Hippotragus_equinus,Mammalia,Artiodactyla,25.9,225000,nonvolant,nonfossorial,terrestrial,diurnal
Hippotragus_niger,Mammalia,Artiodactyla,22.2,225000,nonvolant,nonfossorial,terrestrial,diurnal
Hyaena_hyaena,Mammalia,Carnivora,25,40000,nonvolant,nonfossorial,terrestrial,nocturnal
Hydrochoerus_hydrochaeris,Mammalia,Rodentia,15.1,55000,nonvolant,nonfossorial,terrestrial,crepuscular
Hydromys_chrysogaster,Mammalia,Rodentia,7.3,850,nonvolant,nonfossorial,aquatic,cathemeral
Hylobates_agilis,Mammalia,Primates,49,5925,nonvolant,nonfossorial,arboreal,diurnal
Hylobates_lar,Mammalia,Primates,56,6810,nonvolant,nonfossorial,arboreal,diurnal
Hylobates_moloch,Mammalia,Primates,45,6207.5,nonvolant,nonfossorial,arboreal,diurnal
Hylobates_muelleri,Mammalia,Primates,57,5765,nonvolant,nonfossorial,arboreal,diurnal
Hylobates_pileatus,Mammalia,Primates,38,5735,nonvolant,nonfossorial,arboreal,diurnal
Hystrix_africaeaustralis,Mammalia,Rodentia,23.1,24000,nonvolant,semifossorial,terrestrial,nocturnal
Hystrix_brachyura,Mammalia,Rodentia,27.3,8000,nonvolant,semifossorial,terrestrial,nocturnal
Hystrix_cristata,Mammalia,Rodentia,28,20000,nonvolant,semifossorial,terrestrial,nocturnal
Hystrix_indica,Mammalia,Rodentia,27.1,20000,nonvolant,semifossorial,terrestrial,nocturnal
Jaculus_jaculus,Mammalia,Rodentia,7.3,55,nonvolant,semifossorial,terrestrial,nocturnal
Kerodon_rupestris,Mammalia,Rodentia,12.9,950,nonvolant,semifossorial,terrestrial,nocturnal
Kobus_ellipsiprymnus,Mammalia,Artiodactyla,30,175333,nonvolant,nonfossorial,terrestrial,crepuscular
Kobus_kob,Mammalia,Artiodactyla,21.9,105000,nonvolant,nonfossorial,terrestrial,crepuscular
Kobus_leche,Mammalia,Artiodactyla,25.4,94800,nonvolant,nonfossorial,terrestrial,crepuscular
Kobus_megaceros,Mammalia,Artiodactyla,21.1,90000,nonvolant,nonfossorial,terrestrial,crepuscular
Lagorchestes_hirsutus,Mammalia,Diprotodontia,13.2,1310,nonvolant,nonfossorial,terrestrial,nocturnal
Lagostomus_maximus,Mammalia,Rodentia,10.8,6000,nonvolant,semifossorial,terrestrial,crepuscular
Lagothrix_lagotricha,Mammalia,Primates,32,7650,nonvolant,nonfossorial,arboreal,diurnal
Lagurus_lagurus,Mammalia,Rodentia,3.8,20.3,nonvolant,semifossorial,terrestrial,cathemeral
Lama_glama,Mammalia,Artiodactyla,28.9,140000,nonvolant,nonfossorial,terrestrial,diurnal
Lasionycteris_noctivagans,Mammalia,Chiroptera,12,10,volant,nonfossorial,volant,cathemeral
Lasiorhinus_latifrons,Mammalia,Diprotodontia,29.9,25500,nonvolant,semifossorial,terrestrial,nocturnal
Lasiurus_cinereus,Mammalia,Chiroptera,14,24,volant,nonfossorial,volant,nocturnal
Lemniscomys_barbarus,Mammalia,Rodentia,4.4,26.2,nonvolant,nonfossorial,terrestrial,cathemeral
Lemniscomys_striatus,Mammalia,Rodentia,4.8,42.3,nonvolant,nonfossorial,terrestrial,cathemeral
Lemur_catta,Mammalia,Primates,37.3,2555,nonvolant,nonfossorial,semiarboreal,diurnal
Leontopithecus_chrysomelas,Mammalia,Primates,21.3,535,nonvolant,nonfossorial,arboreal,diurnal
Leontopithecus_rosalia,Mammalia,Primates,31.6,654.5,nonvolant,nonfossorial,arboreal,diurnal
Leopardus_geoffroyi,Mammalia,Carnivora,23,4000,nonvolant,nonfossorial,terrestrial,nocturnal
Leopardus_pardalis,Mammalia,Carnivora,28.2,8800,nonvolant,nonfossorial,terrestrial,nocturnal
Leopardus_wiedii,Mammalia,Carnivora,24,3666.7,nonvolant,nonfossorial,arboreal,nocturnal
Leptailurus_serval,Mammalia,Carnivora,22.4,13350,nonvolant,nonfossorial,terrestrial,nocturnal
Leptonycteris_curasoae,Mammalia,Chiroptera,10.1,25,volant,nonfossorial,volant,nocturnal
Lepus_timidus,Mammalia,Lagomorpha,18,4175,nonvolant,nonfossorial,terrestrial,nocturnal
Litocranius_walleri,Mammalia,Artiodactyla,17.3,43500,nonvolant,nonfossorial,terrestrial,diurnal
Lontra_canadensis,Mammalia,Carnivora,27,9000,nonvolant,semifossorial,aquatic,nocturnal
Loxodonta_africana,Mammalia,Proboscidea,65,4800000,nonvolant,nonfossorial,terrestrial,cathemeral
Lutra_lutra,Mammalia,Carnivora,18.2,6750,nonvolant,semifossorial,aquatic,cathemeral
Lycaon_pictus,Mammalia,Carnivora,17,26500,nonvolant,nonfossorial,terrestrial,crepuscular
Lynx_lynx,Mammalia,Carnivora,23.7,23000,nonvolant,nonfossorial,terrestrial,nocturnal
Lynx_rufus,Mammalia,Carnivora,32.3,8600,nonvolant,nonfossorial,terrestrial,nocturnal
Macaca_arctoides,Mammalia,Primates,29.2,9275,nonvolant,nonfossorial,terrestrial,diurnal
Macaca_fascicularis,Mammalia,Primates,39,6362.5,nonvolant,nonfossorial,semiarboreal,diurnal
Macaca_mulatta,Mammalia,Primates,40,8235,nonvolant,nonfossorial,semiarboreal,diurnal
Macaca_radiata,Mammalia,Primates,30,6755,nonvolant,nonfossorial,semiarboreal,diurnal
Macaca_silenus,Mammalia,Primates,40,7875,nonvolant,nonfossorial,arboreal,diurnal
Macropus_agilis,Mammalia,Diprotodontia,16.9,16000,nonvolant,nonfossorial,terrestrial,nocturnal
Macropus_eugenii,Mammalia,Diprotodontia,15.1,6500,nonvolant,nonfossorial,terrestrial,nocturnal
Macropus_fuliginosus,Mammalia,Diprotodontia,23.2,28250,nonvolant,nonfossorial,terrestrial,nocturnal
Macropus_giganteus,Mammalia,Diprotodontia,25,49500,nonvolant,nonfossorial,terrestrial,crepuscular
Macropus_parma,Mammalia,Diprotodontia,15.9,4250,nonvolant,nonfossorial,terrestrial,nocturnal
Macropus_robustus,Mammalia,Diprotodontia,22,30000,nonvolant,nonfossorial,terrestrial,nocturnal
Macropus_rufogriseus,Mammalia,Diprotodontia,15.2,16200,nonvolant,nonfossorial,terrestrial,crepuscular
Macropus_rufus,Mammalia,Diprotodontia,25,55000,nonvolant,nonfossorial,terrestrial,cathemeral
Macroscelides_proboscideus,Mammalia,Macroscelidea,8.7,40,nonvolant,semifossorial,terrestrial,cathemeral
Macrotis_lagotis,Mammalia,Peramelemorphia,9.6,1300,nonvolant,nonfossorial,terrestrial,nocturnal
Macrotus_waterhousii,Mammalia,Chiroptera,10.4,16,volant,nonfossorial,volant,nocturnal
Madoqua_kirkii,Mammalia,Artiodactyla,17.3,5000,nonvolant,nonfossorial,terrestrial,cathemeral
Mandrillus_leucophaeus,Mammalia,Primates,39,18250,nonvolant,nonfossorial,terrestrial,diurnal
Mandrillus_sphinx,Mammalia,Primates,40,23000,nonvolant,nonfossorial,terrestrial,diurnal
Marmota_marmota,Mammalia,Rodentia,17.4,3500,nonvolant,fossorial,terrestrial,diurnal
Marmota_monax,Mammalia,Rodentia,14,4000,nonvolant,fossorial,terrestrial,diurnal
Marmota_vancouverensis,Mammalia,Rodentia,12.1,4750,nonvolant,fossorial,terrestrial,diurnal
Martes_flavigula,Mammalia,Carnivora,16,2500,nonvolant,nonfossorial,semiarboreal,diurnal
Mazama_americana,Mammalia,Artiodactyla,17.1,33000,nonvolant,nonfossorial,terrestrial,cathemeral
Megaderma_lyra,Mammalia,Chiroptera,14,38.6,volant,nonfossorial,volant,nocturnal
Meles_meles,Mammalia,Carnivora,18.6,13000,nonvolant,semifossorial,terrestrial,nocturnal
Melursus_ursinus,Mammalia,Carnivora,33.3,1.00E+05,nonvolant,nonfossorial,terrestrial,nocturnal
Mephitis_mephitis,Mammalia,Carnivora,13.9,3500,nonvolant,semifossorial,terrestrial,nocturnal
Meriones_libycus,Mammalia,Rodentia,5.2,100,nonvolant,semifossorial,terrestrial,diurnal
Meriones_meridianus,Mammalia,Rodentia,6.8,53,nonvolant,semifossorial,terrestrial,nocturnal
Meriones_unguiculatus,Mammalia,Rodentia,6.3,53.2,nonvolant,semifossorial,terrestrial,cathemeral
Mesocricetus_auratus,Mammalia,Rodentia,3.9,105,nonvolant,semifossorial,terrestrial,nocturnal
Mesocricetus_brandti,Mammalia,Rodentia,4.4,174,nonvolant,semifossorial,terrestrial,nocturnal
Microcebus_murinus,Mammalia,Primates,18.2,64.8,nonvolant,nonfossorial,semiarboreal,nocturnal
Micromys_minutus,Mammalia,Rodentia,3.8,6,nonvolant,nonfossorial,terrestrial,cathemeral
Miniopterus_schreibersii,Mammalia,Chiroptera,22,13,volant,nonfossorial,volant,nocturnal
Miopithecus_talapoin,Mammalia,Primates,27.7,1384.5,nonvolant,nonfossorial,semiarboreal,diurnal
Monodelphis_domestica,Mammalia,Didelphimorphia,5.1,105,nonvolant,nonfossorial,semiarboreal,nocturnal
Mungos_mungo,Mammalia,Carnivora,17.4,1331.5,nonvolant,semifossorial,terrestrial,diurnal
Muntiacus_muntjak,Mammalia,Artiodactyla,18.8,21000,nonvolant,nonfossorial,terrestrial,cathemeral
Muntiacus_reevesi,Mammalia,Artiodactyla,23.2,18000,nonvolant,nonfossorial,terrestrial,cathemeral
Mus_minutoides,Mammalia,Rodentia,4.3,7.2,nonvolant,semifossorial,terrestrial,nocturnal
Mus_musculus,Mammalia,Rodentia,4,20.5,nonvolant,semifossorial,terrestrial,nocturnal
Mustela_lutreola,Mammalia,Carnivora,8.4,590,nonvolant,semifossorial,terrestrial,nocturnal
Mustela_nigripes,Mammalia,Carnivora,9.4,1021,nonvolant,semifossorial,terrestrial,nocturnal
Mustela_putorius,Mammalia,Carnivora,11.1,809,nonvolant,semifossorial,terrestrial,nocturnal
Mustela_sibirica,Mammalia,Carnivora,8.8,565,nonvolant,semifossorial,terrestrial,nocturnal
Myocastor_coypus,Mammalia,Rodentia,8.5,7850,nonvolant,semifossorial,terrestrial,cathemeral
Myotis_bechsteinii,Mammalia,Chiroptera,21,10.5,volant,nonfossorial,volant,nocturnal
